Album,Song,Lyrics
Living Things,Lost In The Echo,"(yeah) (yo)
You were that foundation
Never gonna be another one, no.
I followed, so taken
So conditioned I could never let go
Then sorrow, then sickness
Then the shock when you flip it on me
So hollow, so vicious
So afraid I couldn't let myself see
That I could never be held
Back or up no, I'll hold myself
Check the rep, yep you know mine well
Forget the rest let them know my hell
There and back yet my soul ain't sell
Kept respect up,the best they fell,
Let the rest be the tale they tell
That I was there saying…
[Chester:]
In these promises broken
Deep below
Each word gets lost in the echo
So one last lie I can see through
This time I finally let you
Go, go, go.
Test my will, test my heart
Let me tell you how the odds gonna stack up
Y'all go hard, I go smart
How's that working out for y'all in the back, huh?
I've seen that frustration
Been crossed and lost and told, ""No.""
And I've come back unshaken
Let down and lived and let go
So you can let it be known
I don't hold back, I hold my own
I can't be mapped, I can't be cloned
I can't C-flat, it ain't my tone
I can't fall back, I came too far
Hold myself up and love my scars
Let the bells ring wherever they are
'Cause I was there saying...
[Chester:]
In these promises broken
Deep below
Each word gets lost in the echo
So one last lie I can see through
This time I finally let you go!
Go, go, go.
No, you can tell 'em all now
I don't back up, I don't back down
I don't fold up, and I don't bow
I don't roll over, don't know how
I don't care where the enemies are
Can't be stopped, all I know; go hard
Won't forget how I got this far
For every time saying…
[Chester:]
In these promises broken
Deep below
Each word gets lost in the echo
So one last lie I can see through
This time I finally let you
Go, go, go (go, go, go)
Go, go, go (go, go, go)
"
Living Things,In My Remains,"Separate
Sifting through the wreckage
I can't concentrate
Searching for a message
In the fear and pain
Broken down and waiting
For the chance to feel alive
Now in my remains
Are promises that never came
Set the silence free
To wash away the worst of me
Come apart
Falling in the cracks
Of every broken heart
Digging through the wreckage
Of your disregard
Sinking down and waiting
For the chance to feel alive
Now in my remains
Are promises that never came
Set the silence free
To wash away the worst of me
Like an army, falling
One by one by one
Like an army, falling
One by one by one
Like an army, falling
One by one by one
Like an army, falling
One by one by one
Now in my remains
Are promises that never came
Set the silence free
To wash away the worst of me
Like an army, falling
One by one by one
Like an army, falling
One by one by one"
Living Things,Burn It Down,"The cycle repeated
As explosions broke in the sky
All that I needed
Was the one thing I couldn't find
And you were there at the turn
Waiting to let me know
We're building it up
To break it back down
We're building it up
To burn it down
We can't wait
To burn it to the ground
The colors conflicted
As the flames climbed into the clouds
I wanted to fix this
But couldn't stop from tearing it down
And you were there at the turn
Caught in the burning glow
And I was there at the turn
Waiting to let you know
We're building it up
To break it back down
We're building it up
To burn it down
We can't wait
To burn it to the ground
You told me, ""Yes,""
You held me high
And I believed when you told that lie
I played soldier, you played king
And struck me down, when I kissed that ring
You lost that right, to hold that crown
I built you up, but you let me down
So when you fall, I'll take my turn
And fan the flames
As your blazes burn
And you were there at the turn
Waiting to let me know
We're building it up
To break it back down
We're building it up
To burn it down
We can't wait
To burn it to the ground
When you fall, I'll take my turn
And fan the flames
As your blazes burn
We can't wait
To burn it to the ground
When you fall, I'll take my turn
And fan the flames
As your blazes burn
We can't wait
To burn it to the ground"
Living Things,Lies Greed Misery,"I'mma be that nail in your coffin
Saying that I softened
I was ducking down to reload
So you can save your petty explanations
I don't have the patience
Before you even say it I know
You let your pride or your ego
Talk slick to me, no
That is not the way I get down
And look at how you lose your composure
Now let me show ya
Exactly how the breaking point sounds
I want to see you choke on your lies
Swallow up your greed
Suffer all alone in your misery
Choke on your lies
Swallow up your greed
Suffer all alone in your misery
What is it you want me to tell you
I am not the failure
I would rather live and let be
But you came with the right kind of threat to
Push me to let you
Know you can't intimidate me
You disrespect me so clearly
Now you better hear me
That is not the way it goes down
You did it to yourself and it's over
Now let me show you
Exactly how the breaking point sounds
I want to see you choke on your lies
Swallow up your greed
Suffer all alone in your misery
Choke on your lies
Swallow up your greed
Suffer all alone in your misery
I want to see you choke on your lies
Swallow up your greed
Suffer all alone in your misery
Choke on your lies
Swallow up your greed
Suffer all alone in your misery
You did it to yourself [8x]
I want to see you choke on your lies
Swallow up your greed
Suffer all alone in your misery
Choke on your lies
Swallow up your greed
Suffer all alone in your misery"
Living Things,I'll Be Gone,"Like shining oil this night is dripping down
Stars are slipping down, glistening
And I'm trying not to think what I'm leaving now
No deceiving now
It's time you let me know
Let me know
When the lights go out and we open our eyes
Out there in the silence
I'll be gone
I'll be gone
Let the sun fade out and another one rise
Climbing through tomorrow
I'll be gone
I'll be gone
This air between us is getting thinner now
Into winter now
Bitter-sweet
And 'cross that horizon this sun is setting down
You're forgetting now
It's time you let me go
Let me go
When the lights go out and we open our eyes
Out there in the silence
I'll be gone
I'll be gone
Let the sun fade out and another one rise
Climbing through tomorrow
I'll be gone
I'll be gone
And tell them I couldn't help myself
And tell them I was alone
Oh, tell me I am the only one
And there's nothing that can stop me
When the lights go out and we open our eyes
Out there in the silence
I'll be gone
I'll be gone
Let the sun fade out and another one rise
Climbing through tomorrow
I'll be gone
I'll be gone
I'll be gone"
Living Things,Castle Of Glass,"Take me down to the river bend
Take me down to the fighting end
Wash the poison from off my skin
Show me how to be whole again
Fly me up on a silver wing
Past the black where the sirens sing
Warm me up in a nova's glow
And drop me down to the dream below
'Cause I'm only a crack in this castle of glass
Hardly anything there for you to see
For you to see
Bring me home in a blinding dream,
Through the secrets that I have seen
Wash the sorrow from off my skin
And show me how to be whole again
'Cause I'm only a crack in this castle of glass
Hardly anything there for you to see
For you to see
'Cause I'm only a crack in this castle of glass
Hardly anything else I need to be
'Cause I'm only a crack in this castle of glass
Hardly anything there for you to see
For you to see
For you to see"
Living Things,Victimized,"[Mike Shinoda:]
No regret for the confidence betrayed
No more hiding in shadow
'Cause I won't wait for the debt to be repaid
Time has come for you
[Chester Bennington:]
Victimized, victimized, never again victimized [2x]
[Mike Shinoda:]
They're acting like they want a riot, it's a riot I'll give them
As the siren climbs higher on this violent rhythm
For you snakes in the grass, supplying the venom
I ain't scared of your teeth, I admire what's in 'em
You've been waiting in the shadows there, thinking you're hidden
But the truth is you don't have the stomach to get 'em
Go on already, hit 'em! Yeah, you gotta be kiddin'
Wanna talk about a victim, I'mma put you there with 'em!
[Chester Bennington:]
Victimized, victimized, never again victimized [2x]
Raaah!
"
Living Things,Roads Untraveled,"[Mike Shinoda:]
Weep not for roads untraveled
Weep not for paths left alone
'Cause beyond every bend
Is a long blinding end
It's the worst kind of pain
I've known
Give up your heart left broken
And let that mistake pass on
'Cause the love that you lost
Wasn't worth what it cost
And in time you'll be glad it's gone
[Chester Bennington:]
Whoa-oo-oh-oh
Whoa-oo-oh
Whoa-oo-oh-oh
Whoa-oo-oh
Weep not for roads untraveled
Weep not for sights unseen
May your love never end
And if you need a friend
There's a seat here alongside me
Whoa-oo-oh-oh
Whoa-oo-oh
Whoa-oo-oh-oh
Whoa-oo-oh"
Living Things,Skin to Bone,"Skin to bone, steel to rust
Ash to ashes, dust to dust
Let tomorrow have its way
With the promises we made
Skin to bone, steel to rust.
Ash to ashes, dust to dust
Your deception, my disgust
When your name is finally drawn,
I'll be happy that you're gone
Ash to ashes, dust to dust.
(ah) ash to ashes, dust to dust
(ah) skin to bone and steel to rust
Right to left, left to right
Night to day and day to night
As the starlight fades to gray,
I'll be marching far away
Right to left and left to right
(ah) ash to ashes, dust to dust
(ah) skin to bone and steel to rust
Let tomorrow have its way?
With the promises betrayed?
Skin to bone and steel to rust [3x]"
Living Things,Until It Breaks,"[Mike Shinoda:]
It goes a one, two, three
I was born with the hunger of a lion, the strength of a sun
I don't need to sweat it when a competition come
Original style like an 808 drum
So I don't run the track, no, I make the track run
My mama taught me words, my daddy built rockets
I put 'em both together now, tell me what I got
It's a pretty smart weapon, I can shoot it, I can drop it
But learn to respect it 'cause you clearly can't stop it
Like that
It ain't over
'Cause the shark's on the left side, the snake's on the right
And anything you do, they wanna get a little bite
It really doesn't matter if you're wrong or if you're right
'Cause once they get their teeth in, nothing really fights
And as for me, I do it like I got nothing to lose
And you can run your mouth like you could try to fill my shoes
But steady, little soldier, I ain't standing next to you
I'll be laying on the ground before you're even in my view
Like that
[Chester Bennington:]
Give me the strength of the rising sun
Give me the truth of the words unsung
And when the last bells ring
The poor men sing,
""Bring me to kingdom come.""
[Mike Shinoda:]
It's something for your people on the block to black out and rock to
Give you what you need like poppa, who shot you
""Separate the weak from the obsolete""
You're the meek, I creep hard on impostors
And switch styles on a dime, quick-witted y'all
Quit tripping, I don't have time for your crying
I grind tough, sucker, make your mind up
Are you in the firing squad or are you in the line-up?
Bang, bang, little monkey man playing
With the big guns only get you slain
I ain't playing, I'm just saying
You ain't got a sliver of a chance
I get iller, I deliver while you quiver in your pants
So shake, shake down, money, here's the breakdown
You can play the bank, I'mma play the bank take-down
And no mistakes now, coming to get you
I'm just a Banksy, you're a Brainwash, get the picture?
It's like that
[Brad Delson:]
We swim against the rising waves
And crash against the shore
The body bends until it breaks
The early morning sings no more
So rest your head
It's time to sleep
And dream of what's in store
The body bends until it breaks
And sings again no more
'Cause time has torn the flesh away
The early morning sings no more
"
Living Things,Powerless,"You hid your skeletons when I had shown you mine
You woke the devil that I thought you'd left behind
I saw the evidence, the crimson soaking through
Ten thousand promises, ten thousand ways to lose
And you held it all
But you were careless to let it fall
You held it all
And I was by your side
Powerless
I watched you fall apart and chased you to the end.
I'm left with emptiness that words cannot defend
You'll never know what I became because of you
Ten thousand promises, ten thousand ways to lose
[2x]
And you held it all
But you were careless to let it fall
You held it all
And I was by your side
Powerless
Powerless [2x]"
The Hunting Party,Keys To The Kingdom,"[Chester Bennington:]
No control! No surprise!
Tossed the keys to the kingdom down that hole in my eye
I'm my own casualty!
I fuck up everything I see, fighting in futility!
[Mike Shinoda and Chester Bennington:]
We start the final war
Tell me what's worth fighting for
When we know there's nothing more
Take the hand or fist
Just to sell ourselves for this
The path we least resist
[Chester Bennington:]
No control! No surprise!
Tossed the keys to the kingdom down that hole in my eye
I'm my own casualty!
I fuck up everything I see, fighting in futility!
[Mike Shinoda:]
Uh, I give you what you came for
This is not the same though
Got a different method
But I still can bring the pain so
Y'all get that same flow
I got that insane flow
High as y'all can get
You're never really in my range, though
Yes, I'm half Anglo
Half fried Panko
All prime-time
I'mma let the bass bang low
All you fucking lames go
Aiming at my name, know
Careful what you shoot because you might hit what you aim for
(Careful what you shoot because you might hit what you aim for)
[Chester Bennington:]
No control! No surprise!
Tossed the keys to the kingdom down that hole in my eye
I'm my own casualty!
I fuck up everything I see, fighting in futility
[Instrumental break]
[Chester Bennington:]
No control! No surprise!
Tossed the keys to the kingdom down that hole in my eye
I'm my own casualty! [2x]
[Kid:]
I'm not allowed to say certain things, ah!
[Mike Shinoda:]
Try and do...
Try and do the other thing... real quick."
The Hunting Party,All For Nothing,"Yeah
Uh
[Mike Shinoda:]
So what you waiting for?
Anticipating more
While you debate what it can take to instigate a war?
Yeah, I've been hated more than time I wasn't hated for
There's nothing they can fucking say they didn't say before
But you could never see it
Your battle's not mine
Wanna skate and play it safe but this is take a shot time
While you're waiting for a purpose I already got mine
While you tell me step to it like 1, 2, 3, 4
[Page Hamilton (Chester Bennington):]
And if I do what you demand
(You say)
You'll let me understand
(You say)
You're gonna hold me to your word
And if I sell myself away
(You say)
I'll have no debt to pay
(You say)
I'm gonna get what I deserve
Whoa
Your word
Obeyed
My debt
Repaid
Our trust
Betrayed
All for nothing
All for nothing
[Mike Shinoda:]
Kick back there's no other way to say it
So let me break this fucker down for ya
I really don't know ya
You talk but let me show ya where to put your paranoia
You're joking, I don't have a half a sucker bone to throw ya
I'm disgusted, wonder what could've made ya tuck your tail below ya
And no I'm not your soldier I'm not taking any orders
I'm a five star general, infantry controller
Need a lesson? Let me show ya
Have you checking your composure
While I make you step to it like 1, 2, 3, 4
[Page Hamilton (Chester Bennington):]
And if I do what you demand
(You say)
You'll let me understand
(You say)
You're gonna hold me to your word
And if I sell myself away
(You say)
I'll have no debt to pay
(You say)
I'm gonna get what I deserve
Whoa
And if I do what you demand
You'll let me understand
Your word
Obeyed
My debt
Repaid
Our trust
Betrayed
All for nothing
All for nothing
All for nothing
Oh oh oh oh
[Mike:] Maybe we're too far
[Brad:] I don't think we're too far
[Mike:] Really?
[Brad:] That's a good verse. Put the heavy shit there
[Mike:] The heavy shit? Right here?"
The Hunting Party,Guilty All The Same,"Tell us all again
What you think we should be
What the answers are
What it is we can't see
Tell us all again
How to do what you say
How to fall in line
How there's no other way
But oh, we all know
You're guilty all the same
Too sick to be ashamed
You want to point your finger
But there's no one else to blame
You're guilty all the same
Too sick to be ashamed
You want to point your finger
But there's no one else to blame
You're guilty all the same
Show us all again
That our hands are unclean
That we're unprepared
That you have what we need
Show us all again
'Cause we cannot be saved
'Cause the end is near
Now there's no other way
And oh, you will know
You're guilty all the same
Too sick to be ashamed
You want to point your finger
But there's no one else to blame
You're guilty all the same
Too sick to be ashamed
You want to point your finger
But there's no one else to blame
There's no one else to blame
Guilty all the same
Guilty all the same
You're guilty all the same
[Rakim:]
Yeah, you already know what it is
Can y'all explain what kind of land is this when a man has plans of being rich
But the bosses plans is wealthy?
Dirty money scheme, a clean split is nonsense
It's insane
Even corporate hands is filthy
They talk team and take the paper route
All they think about is bank accounts, assets and realty
At anybody's expense,
No shame with a clear conscience
No regrets and guilt free,
They claim that ain't the way that they built me
The smoke screen before the flame
Knowing as soon as the dough or the deal peak
They say it's time for things to change
Re-arrange like good product re-built cheap
Anything if it's more to gain
Drained, manipulated like artists, it's real deep
Until no more remains, but I'm still me
Like authentic hip-hop and rock,
'Til pop and radio and record companies killed me
Try to force me to stray and obey
And got the gall to say how real can real be
You feel me, we'll see that green could be to blame
Or greedy for the fame,
TV or a name
The media, the game,
To me you're all the same
You're guilty
You're guilty all the same
Too sick to be ashamed
You want to point your finger
But there's no one else to blame
You're guilty all the same
Too sick to be ashamed
You want to point your finger
But there's no one else to blame
There's no one else to blame
Guilty all the same
Guilty all the same
Guilty all the same
"
The Hunting Party,War,"One, two, one, two, thank you!
There's no peace
Only war
Victory decides who's wrong or right
It will not cease
Only grow
You better be prepared to fight!
And it will not apologize
For laying down your life
War
There's no pain
It will spare
Fear has become your only right
And once you're lost
In your despair
Forever black, eternal night
And it will not apologize
For laying down your life
War
Destroyer
War
Destroyer
It needs no side to justify
Laying down your life
War
Destroyer
War"
The Hunting Party,Wastelands,"[Mike Shinoda:]
This is war with no weapons,
Marching with no stepping,
Murder with no killing,
Illing every direction.
First, no sequel,
Do the math, no equal
John with no Yoko
More power, less people
And no I'm not afraid of that
Print it in your paperback
Every rap is made in fact
To act as a delayed attack
Every phrase a razor blade
That's saved until they play it back
To slay and leave 'em laying on the pavement
Bang
Fade to black
[Chester Bennington:]
In the wastelands of today,
When there's nothing left to lose,
And there's nothing more to take,
But you force yourself to choose,
In the wastelands of today,
When tomorrow disappears
When the future slips away,
And your hope turns into fear,
In the wastelands of today
[Mike Shinoda:]
Roll credits, to get it,
The show's done,
They're talking for just talking,
But meaning they got none,
None of 'em come proper,
They talk like a shotgun,
But how many got bred with integrity,
Not one
So no, I'm not afraid to see these suckers hold a blade to me,
Ain't a way to shake the ground I built before you came to be,
Take it how you take it, I'm the opposite of vacancy,
And this is not negotiation, y'all can hate and wait and see...
[Chester Bennington:]
In the wastelands of today,
When there's nothing left to lose,
And there's nothing more to take,
But you force yourself to choose,
In the wastelands of today,
When tomorrow disappears
When the future slips away,
And your hope turns into fear,
And your hope turns into fear,
In the wastelands of today!
In the wastelands of today,
When there's nothing left to lose,
And there's nothing more to take,
But you force yourself to choose,
In the wastelands of today,
When tomorrow disappears
When the future slips away,
And your hope turns into fear,
And your hope turns into fear,
In the wastelands of today!
In the wastelands of today!
In the wastelands of today!"
The Hunting Party,Until It's Gone,"A fire needs a space to burn
A breath to build a glow
I've heard it said a thousand times
But now I know
That you don't know what you've got
Oh you don't know what you've got
No you don't know what you've got
Until it's gone
Until it's gone
Until it's gone
I thought I kept you safe and sound
I thought I made you strong
But something made me realize
That I was wrong
'Cause finding what you got sometimes
Means finding it alone
And I can finally see your light
When I let go
'Cause you don't know what you've got
Until it's gone
Until it's gone
Until it's gone
Until it's gone
Until it's gone
Until it's gone
Until it's gone
Until it's gone
'Cause you don't know what you've got
Oh you don't know what you've got
No you don't know what you've got
It's your battle to be fought
No you don't know what you've got
'Til it's gone
'Til it's gone
'Til it's gone"
The Hunting Party,Rebellion,"[Mike Shinoda:]
I've seen the blood
I've seen the broken
The lost and the sights unseen
I want a flood
I want an ocean
To wash my confusion clean
I can't resolve this empty story
I can't repair the damage done
[Chester Bennington:]
We are the fortunate ones
Who've never faced oppression's gun
We are the fortunate ones
Imitations of rebellion
[Mike Shinoda:]
We acted out
We wear the colors
Confined by the things we own
We're not without
We're like each other
Pretending we're here alone
And far away, they burn their buildings
Right in the face of the damage done
[Chester Bennington and Mike Shinoda:]
We are the fortunate ones
Who've never faced oppression's gun
We are the fortunate ones
Imitations of rebellion
Rebellion, rebellion, rebellion
[Chester Bennington:]
Rebellion, rebellion
We lost before the start
Rebellion, rebellion
One by one we fall apart
We fall apart
We fall apart
We fall apart
[Chester Bennington and Mike Shinoda:]
We are the fortunate ones
Who've never faced oppression's gun
We are the fortunate ones
Imitations of
Imitations of...
We are the fortunate ones
Who've never faced oppression's gun
We are the fortunate ones
Imitations of rebellion
Rebellion, rebellion, rebellion"
The Hunting Party,Mark The Graves,"There's a fragile game we play
With the ghosts of yesterday
If we can't let go, we'll never say goodbye
No trace of what remains
No stones to mark the graves
Only memories we thought we could deny
There was so much more to lose
Than the pain I put you through
In my carelessness I left you in the dark
And the blood may wash away
But the scars will never fade
At least I know somehow I made a mark
In the dark
In the light
Nothing left
Nothing right
In the dark
In the light
Nothing left
Nothing right
In the dark
In the light
Nothing left
Nothing right
In the dark
In the light
Nothing left
Nothing right"
The Hunting Party,Final Masquerade,"Tearing me apart with words you wouldn't say,
And suddenly tomorrow's moment washed away.
'Cause I don't have a reason, and you don't have the time,
But we both keep on waiting for something we won't find.
The light on the horizon was brighter yesterday,
With shadows floating over, the scars began to fade.
We said it was forever but then it slipped away,
Standing at the end of the final masquerade.
The final masquerade!
All I ever wanted, the secrets that you keep,
All you've ever wanted, the truth I couldn't speak.
'Cause I can't see forgiveness, and you can't see the crime,
And we both keep on waiting for what we left behind.
The light on the horizon was brighter yesterday,
With shadows floating over, the scars began to fade.
We said it was forever but then it slipped away,
Standing at the end of the final masquerade.
The final masquerade!
The final masquerade!
Standing at the end of the final masquerade!
The light on the horizon was brighter yesterday,
With shadows floating over, the scars began to fade.
We said it was forever but then it slipped away,
Standing at the end of the final masquerade.
Standing at the end of the final masquerade!
Standing at the end of the final masquerade!
The final masquerade!"
The Hunting Party,A Line In The Sand,"[Mike Shinoda:]
Today
We stood on the wall
We laughed at the sun
We laughed at the guns
We laughed at it all
And when they
They told us to go
We paid them no mind
Like every other time
But little did we know
[Mike Shinoda and Chester Bennington:]
Today
I looked for a sign
With flames in my hands
A line in the sand
Between yours and mine
And it came
Like fire from below
Your greed led the call
My flag had to fall
But little did you know
[Chester Bennington:]
Another day
Your truth will come
You're gonna pay for what you've—
Pay for what you've done
You'll get what's yours
And face your crime
You'll tell them give me back what's mine
Give me back what's mine
[Mike Shinoda:]
I had never been a coward
I had never seen blood
You had sold me an ocean
And I was lost in the flood
We were counting on a leader
We were driven by need
But couldn't take temptation
And we were blinded by greed
You were steady as a sniper
We were waiting on a wire
So we never saw it coming
When you ran from the fire
You can try intimidation
And you can try to ignore
But when the time comes calling, yeah
You are gonna get yours
[Chester Bennington:]
Another day
Your truth will come
You're gonna pay for what you've—
Pay for what you've done
You'll get what's yours
And face your crime
You'll tell them give me back what's mine
Give me back what's mine
And so today
Your truth has come
You're gonna pay for what you've—
Pay for what you've done
You'll get what's yours
You're out of time
And you will give me back what's mine
Give me back what's mine
Give me
Give me back what's mine
Give me
Give me back what's mine
What's mine
Give me
Give me back what's mine
What's mine
What's mine
Give me back what's mine
[Mike Shinoda:]
Today we stood on the wall
We laughed at the sun
We laughed at the guns
We laughed at it all
And when they
They told us to go
We paid them no mind
Like every other time
But little did we know"
One More Light,Nobody Can Save Me,"I'm dancing with my demons
I'm hanging off the edge
Storm clouds gather beneath me
Waves break above my head
Head-first hallucination
I wanna fall wide awake now
You tell me it's alright
Tell me I'm forgiven, tonight
But nobody can save me now
I'm holding up a light
Chasing out the darkness inside
'Cause nobody can save me
Stared into this illusion
For answers yet to come
I chose a false solution
But nobody proved me wrong
Head-first hallucination
I wanna fall wide awake
Watch the ground giving way now
You tell me it's alright
Tell me I'm forgiven, tonight
But nobody can save me now
I'm holding up a light
I'm chasing out the darkness inside
'Cause nobody can save me
Been searching somewhere out there
For what's been missing right here (I wanna fall wide awake now)
I've been searching somewhere out there
For what's been missing right here
I wanna fall wide awake now
So tell me it's alright
Tell me I'm forgiven, tonight
And only I can save me now
I'm holding up a light
Chasing out the darkness inside
And I don't wanna let you down
But only I can save me!
Been searching somewhere out there
For what's been missing right here"
One More Light,Good Goodbye,"[Chester:]
So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
(Don't you come back no more)
[Mike:]
Live from the rhythm, it's
Something wild, venomous
Enemies trying to read me
You're all looking highly illiterate
Blindly forgetting if I'm in the mix
You won't find an equivalent
I've been here killing it
Longer than you've been alive, you idiot
And it makes you so mad
Somebody else could be stepping in front of you
And it makes you so mad that you're not the only one
There's more than one of you
And you can't understand the fact
That it's over and done, hope you had fun
You've got a lot to discuss on the bus
Headed back where you're from
[Chester:]
So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
Good goodbye
Good goodbye
Good goodbye
[Pusha T:]
(Wooh!)
Goodbye, good riddance
A period is after every sentence
Did my time with my cellmate
Maxed out so now we finished
Every day was like a hail date
Every night was like a hailstorm
Took her back to my tinted windows
Showin' out, she in rare form
Wings up, now I'm airborne
King Push, they got a chair for him
Make way for the new queen
The old lineup, where they cheer for 'em
Consequence when you ain't there for him
Were you there for him?
Did you care for him?
You were dead wrong
[Chester:]
(Don't you come back no more)
So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
(Don't you come back no more)
Good goodbye
Good goodbye
(Don't you come back no more)
[Stormzy:]
Yo
Let me say goodbye to my demons
Let me say goodbye to my past life
Let me say goodbye to the darkness
Tell 'em that I'd rather be here in the starlight
Tell 'em that I'd rather be here where they love me
Tell 'em that I'm yours this is our life
And I still keep raising the bar like
Never seen a young black brother in the chart twice
Goodbye to the stereotypes
You can't tell my kings we can't
Mandem we're linking tings in parks
Now I got a tune with Linkin Park
Like goodbye to my old hoe’s
Goodbye to the cold roads
I can't die for my postcode
Young little Mike from the Gold Coast
And now I'm inside with my bro bro's
Gang
[Chester:]
So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
(Don't you come back no more)
Good goodbye
Good goodbye
(Don't you come back no more)"
One More Light,Talking To Myself,"Tell me what I've gotta do
There's no getting through to you
The lights are on but nobody's home (nobody's home)
You say I can't understand
But you're not giving me a chance
When you leave me, where do you go? (where do you go?)
All the walls that you keep building
All this time that I spent chasing
All the ways that I keep losing you
And the truth is, you turn into someone else
You keep running like the sky is falling
I can whisper, I can yell
But I know, yeah I know, yeah I know
I'm just talking to myself
Talking to myself
Talking to myself
But I know, yeah I know, yeah I know
I'm just talking to myself
I admit I made mistakes
But yours might cost you everything
Can't you hear me calling you home? (calling you home)
Oh, all the walls that you keep building
All this time that I spent chasing
All the ways that I keep losing you
And the truth is, you turn into someone else
You keep running like the sky is falling
I can whisper, I can yell
But I know, yeah I know, yeah I know
I'm just talking to myself
Talking to myself
Talking to myself
Yeah I know, yeah I know, yeah I know
I'm just talking to myself
All the walls that you keep building
All this time that I spent chasing
All the ways that I keep losing you
And the truth is, you turn into someone else
You keep running like the sky is falling
I can whisper, I can yell
But I know, yeah I know, yeah I know
I'm just talking to myself
I'm talking to myself
I'm talking to myself
Yeah I know, yeah I know, yeah I know
Talking to myself"
One More Light,Battle Symphony,"I got a long way to go
And a long memory
I been searching for an answer
Always just out of reach
Blood on the floor
Sirens repeat
I been searching for the courage
To face my enemies
When they turn down the lights
I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake
For my battle symphony
For my battle symphony
They say that I don't belong
Say that I should retreat
That I'm marching to the rhythm
Of a lonesome defeat
But the sound of your voice
Puts the pain in reverse
No surrender, no illusions
And for better or worse
When they turn down the lights
I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake
If I fall, get knocked down
Pick myself up off the ground
If I fall, get knocked down
Pick myself up off the ground
When they turn down the lights
I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake
For my battle symphony
For my battle symphony"
One More Light,Invisible,"I've got an aching head
Echoes and buzzing noises
I know the words we said
But wish I could've turned our voices down
This is not black and white
Only organized confusion
I'm just trying to get it right
And in spite of all I should've done
I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now
Invisible
Invisible
Invisible
Invisible
You didn't get your way
And it's an empty feeling
You've got a lot to say
And you just want to know you're being heard
But this is not black and white
There are no clear solutions
And I'm just trying to get it right
And in spite of all I should've done
I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now
Invisible
Invisible
Invisible
Invisible
This is not black and white
There are no clear solutions
I'm just trying to get it right
And in spite of all I should've done
I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now
Invisible
Invisible
Invisible
Invisible
Invisible
Invisible
Invisible
Invisible
"
One More Light,Heavy,"[Chester Bennington:]
I don't like my mind right now
Stacking up problems that are so unnecessary
Wish that I could slow things down
I wanna let go but there's comfort in the panic
And I drive myself crazy
Thinking everything's about me
Yeah I drive myself crazy
'Cause I can't escape the gravity
I'm holding on
Why is everything so heavy?
Holding on
To so much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
[Kiiara:]
Why is everything so heavy?
You say that I'm paranoid
But I'm pretty sure the world is out to get me
It's not like I make the choice
To let my mind stay so fucking messy
I know I'm not the center of the universe
But you keep spinning round me just the same
I know I'm not the center of the universe
But you keep spinning round me just the same
I'm holding on
Why is everything so heavy?
Holding on
To so much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?
[Chester Bennington:]
I know I'm not the center of the universe
But you keep spinning round me just the same
[Kiiara:]
I know I'm not the center of the universe
But you keep spinning round me just the same
And I drive myself crazy
Thinking everything's about me
[Chester Bennington:]
I'm holding on
Why is everything so heavy?
Holding on
[Chester Bennington and Kiiara]:
To so much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?
Why is everything so heavy?
[Chester Bennington:]
Why is everything so heavy?"
